method,real_path,raw_pattern,normalized_pattern,definition_file,definition_line,usage_count,usage_files,triage
,/login,/login,login,src/router/routes.ts,10,1,src/router/routes.ts,非接口: 前端路由（React/Vue-Router 路径，不是后端接口）
,/plugin/api/case/excute,/plugin/api/case/excute,/plugin/api/case/excute,src/service/Api/ApiCase/ApiCaseService.ts,78,1,src/service/Api/ApiCase/ApiCaseService.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/cookie,/plugin/api/cookie,/plugin/api/cookie,src/components/PublicSetting/PublicCookies/Main.vue,53,3,src/components/PublicSetting/PublicCookies/EditCookies/Main.vue src/components/PublicSetting/PublicCookies/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/import/parse,/plugin/api/import/parse,/plugin/api/import/parse,src/components/PublicSetting/ImportData/Main.vue,151,1,src/components/PublicSetting/ImportData/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/job/refresh,/plugin/api/job/refresh,/plugin/api/job/refresh,src/components/AutomatedTesting/TimedTask/BaseInfo/useContext.ts,75,1,src/components/AutomatedTesting/TimedTask/BaseInfo/useContext.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/log/download/id/:param,/plugin/api/log/download/id/${id},/plugin/api/log/download/id/${id},src/components/Api/Interface/Components/Run/Components/Response/Body/Main.vue,31,1,src/components/Api/Interface/Components/Run/Components/Response/Body/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/log/id/:param,/plugin/api/log/id/${id},/plugin/api/log/id/${id},src/components/AutomatedTesting/TestScenarioExecute/List/Content/useContext.ts,22,2,src/components/AutomatedTesting/TestScenarioExecute/List/Content/useContext.ts src/components/Global/TestScenarioRemoteTree/model/TestScenarioTreeLoader.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/param/preview,/plugin/api/param/preview,/plugin/api/param/preview,src/components/DynamicValue/useContext.ts,9,2,src/components/DynamicValue/useContext.ts src/hooks/ApiHooks/utils/Automatically.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/refresh/all,/plugin/api/refresh/all,/plugin/api/refresh/all,src/service/Api/ApiGroup/InterfaceGroupInfoService.ts,36,1,src/service/Api/ApiGroup/InterfaceGroupInfoService.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/refresh/api,/plugin/api/refresh/api,/plugin/api/refresh/api,src/components/Api/Interface/Components/Mock/Script/Main.vue,71,3,src/components/Api/Interface/Components/Mock/Script/Main.vue src/hooks/ApiHooks/useApiMock.ts src/service/Api/ApiDefinition/InterfaceService.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/report/search,plugin/api/report/search,plugin/api/report/search,src/components/AutomatedTesting/TimedTask/MatchScenario/ScenarioTable.vue,92,2,src/components/AutomatedTesting/TimedTask/MatchScenario/ScenarioTable.vue src/service/Api/TestScenarioReport/index.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/scenario/batchTerminate,plugin/api/scenario/batchTerminate,plugin/api/scenario/batchTerminate,src/components/AutomatedTesting/TimedTask/History/BatchExecution.vue,114,2,src/components/AutomatedTesting/TimedTask/History/BatchExecution.vue src/components/AutomatedTesting/TimedTask/History/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/plugin/api/scenario/terminate,/plugin/api/scenario/terminate,/plugin/api/scenario/terminate,src/components/AutomatedTesting/TestScenarioExecute/Expose.vue,120,1,src/components/AutomatedTesting/TestScenarioExecute/Expose.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/rest/account/customMenu/type/:param/save,/rest/account/customMenu/type/${type}/save,/rest/account/customMenu/type/${type}/save,src/components/TestStep/Main.vue,122,2,src/components/TestStep/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/rest/global/file/show/:param,/rest/global/file/show/${imgId}?isCached=true,rest/global/file/show/:imgId?isCached=true,src/components/AuditHistory/type.ts,67,1,src/components/AuditHistory/type.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/rest/quality/a/:param/apiDefinition/mock/response,/rest/quality/a/${appId.value}/apiDefinition/mock/response,/rest/quality/a/${appId.value}/apiDefinition/mock/response,src/components/Api/ApiGroup/Component/ApiTable/Main.vue,64,2,src/components/Api/ApiGroup/Component/ApiTable/Main.vue src/components/Api/Aside/Application/Tree/Main.vue,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/rest/quality/a/:param/apiLibrary/getApiLibrary,/rest/quality/a/${appId}/apiLibrary/getApiLibrary,/rest/quality/a/${appId}/apiLibrary/getApiLibrary,src/hooks/ApiHooks/useApiTreeList.ts,25,1,src/hooks/ApiHooks/useApiTreeList.ts,真接口: 后端接口路径，仅索引器未从调用点推断出 method
,/run/:apiId/:caseId,run/:apiId/:caseId,run/:apiId/:caseId,src/controller/Apiwire/Mounted/initializeRootMenu.ts,73,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/scenario/:id,scenario/:id,scenario/:id,src/controller/Apiwire/Mounted/initializeRootMenu.ts,97,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/schema/:systemCode/:id,schema/:systemCode/:id?,schema/:systemCode/:id?,src/controller/Apiwire/Mounted/initializeRootMenu.ts,80,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/selector/:id,selector/:id,selector/:id,src/controller/Apiwire/Mounted/initializeRootMenu.ts,111,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/set/:tab,set/:tab?,set/:tab?,src/controller/Apiwire/Mounted/initializeRootMenu.ts,128,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/src,/src/,src,vite.config.ts,51,1,vite.config.ts,非接口: vite 构建产物路径（dev server / 输出路径配置）
,/src/index.ts,src/index.ts,src/index.ts,vite.config.ts,81,1,vite.config.ts,非接口: vite 构建产物路径（dev server / 输出路径配置）
,/static/css/main.css,static/css/main.css,static/css/main.css,vite.config.ts,76,1,vite.config.ts,非接口: vite 构建产物路径（dev server / 输出路径配置）
,/static/js/main.js,static/js/main.js,static/js/main.js,vite.config.ts,75,1,vite.config.ts,非接口: vite 构建产物路径（dev server / 输出路径配置）
,/task/:id,task/:id,task/:id,src/controller/Apiwire/Mounted/initializeRootMenu.ts,104,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/task/add,task/add,task/add,src/controller/Apiwire/Mounted/initializeRootMenu.ts,118,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/test,/test,test,src/router/routes.ts,23,1,src/router/routes.ts,非接口: 前端路由（React/Vue-Router 路径，不是后端接口）
,http://localhost:10086,http://localhost:10086,http:/localhost:10086,src/components/PublicSetting/AddressSetting/useContext.ts,13,1,src/components/PublicSetting/AddressSetting/useContext.ts,非接口: 外部资源/CDN 地址，不是本项目接口
,https://cdn.staticfile.org/monaco-editor/0.38.0/min/vs/loader.min.js,https://cdn.staticfile.org/monaco-editor/0.38.0/min/vs/loader.min.js,/monaco-editor/0.38.0/min/vs/loader.min.js,src/utils/Source.ts,27,1,src/utils/Source.ts,非接口: 外部资源/CDN 地址，不是本项目接口
,https://coop.logwirecloud.com/testwire/static/pw/api.json,https://coop.logwirecloud.com/testwire/static/pw/api.json,testwire/static/pw/api.json,src/service/Api/PlayWright/ApiService.ts,17,1,src/service/Api/PlayWright/ApiService.ts,非接口: 外部资源/CDN 地址，不是本项目接口
